Empty,Complete,Download,Reference,ID,Control_ID,Treatment,Group,Additional_Group_Description,Visit,Intervention,DOI,Title,Tesla,Scanner_Manufacturer,Scanner_Model,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Water_Supp,Lipid_Supp,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR (ms),N_TR,TE (ms),N_TE,TI (ms),N_TI,Voxel_Region,Left/Right/Both,Preprocessing,Metab-Nulled/Cycled,Fitting,Segmentation,Partial_Volume,Relaxation,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Contact,Notes,Site
,X,X,2015_simoes_213,1,No Control,0,Control,,,,10.1016/j.ajog.2015.04.011,Brain metabolite differences in one-year-old infants born small at term and association with neurodevelopmental outcome,3,Siemens,Tim Trio,,26,11,15,1.084615,0.115385,CHESS,,PRESS,,1,,,98,2000,1,30,1,,0,Frontal Lobe,Both,LCModel,0,LCModel,,0,0,,,,,,,,40,20,20,16,portasferre@clinic.ub.es,,
,X,X,2015_simoes_213,2,1,0,Perinatal_Complications,Small-born infants,,,10.1016/j.ajog.2015.04.011,Brain metabolite differences in one-year-old infants born small at term and association with neurodevelopmental outcome,3,Siemens,Tim Trio,,33,10,23,1.07692,0.115387,CHESS,,PRESS,,1,,,98,2000,1,30,1,,0,Frontal Lobe,Both,LCModel,0,LCModel,,0,0,,,,,,,,40,20,20,16,portasferre@clinic.ub.es,birthweight <10th centile for gestational age,
,X,X,2015_simoes_213,3,1,0,Perinatal_Complications,Small-born infants - Small for gestational age,,,10.1016/j.ajog.2015.04.011,Brain metabolite differences in one-year-old infants born small at term and association with neurodevelopmental outcome,3,Siemens,Tim Trio,,7,,,1.07692,0.115387,CHESS,,PRESS,,1,,,98,2000,1,30,1,,0,Frontal Lobe,Both,LCModel,0,LCModel,,0,0,,,,,,,,40,20,20,16,portasferre@clinic.ub.es,birthweight <10th centile for gestational age,
,X,X,2015_simoes_213,4,1,0,Perinatal_Complications,Small-born infants - Late intrauterine growth restriction,,,10.1016/j.ajog.2015.04.011,Brain metabolite differences in one-year-old infants born small at term and association with neurodevelopmental outcome,3,Siemens,Tim Trio,,26,,,1.07692,0.115387,CHESS,,PRESS,,1,,,98,2000,1,30,1,,0,Frontal Lobe,Both,LCModel,0,LCModel,,0,0,,,,,,,,40,20,20,16,portasferre@clinic.ub.es,birthweight <10th centile for gestational age,
,,X,2016_almuqbel_22,,,0,,,,,10.1016/j.parkreldis.2015.11.008,Metabolite ratios in the posterior cingulate cortex do not track cognitive decline in Parkinson's disease in a clinical setting,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,"No values, only mean difference estimates",
,X,X,2016_deelchand_29,1,No Control,0,Healthy,Main Test,,,10.1002/nbm.3507,Sensitivity and specificity of human brain glutathione concentrations measured using short-TE 1H MRS at 7 T,7,Magnex,,,5,3,2,21,1,VAPOR,,STEAM,,1,6000,2048,128,5000,1,8,1,,0,Posterior Cingulate,Both,LCModel,0,LCModel,Freesurfer,1,1,,,,,,,,20,20,20,8,,,
,X,X,2016_deelchand_29,2,No Control,0,Healthy,Retest,,,10.1002/nbm.3507,Sensitivity and specificity of human brain glutathione concentrations measured using short-TE 1H MRS at 7 T,7,Magnex,,,5,3,2,21,1,VAPOR,,STEAM,,1,6000,2048,128,5000,1,8,1,,0,Posterior Cingulate,Both,LCModel,0,LCModel,Freesurfer,1,1,,,,,,,,20,20,20,8,,,
,X,X,2016_deelchand_29,3,No Control,0,Healthy,Additional Independent Group,,,10.1002/nbm.3507,Sensitivity and specificity of human brain glutathione concentrations measured using short-TE 1H MRS at 7 T,7,Magnex,,,5,4,1,21,1,VAPOR,,STEAM,,1,6000,2048,128,5000,1,8,1,,0,Posterior Cingulate,Both,LCModel,0,LCModel,Freesurfer,1,1,,,,,,,,20,20,20,8,,,
,X,X,2016_guo_69,1,No Control,0,Control,,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,16,8,8,75.1,4.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Anterior Cingulate Gyrus,Left,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,2,No Control,0,Control,,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,16,8,8,75.1,4.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Anterior Cingulate Gyrus,Right,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,3,No Control,0,Control,,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,16,8,8,75.1,4.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Posterior Cingulate Gyrus,Left,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,4,No Control,0,Control,,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,16,8,8,75.1,4.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Posterior Cingulate Gyrus,RIght,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,5,1,0,MCI,Amnestic Mild Cognitive Impairment,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,13,7,6,73,6.14,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Anterior Cingulate Gyrus,Left,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,6,2,0,MCI,Amnestic Mild Cognitive Impairment,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,13,7,6,73,6.14,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Anterior Cingulate Gyrus,Right,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,7,3,0,MCI,Amnestic Mild Cognitive Impairment,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,13,7,6,73,6.14,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Posterior Cingulate Gyrus,Left,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,8,4,0,MCI,Amnestic Mild Cognitive Impairment,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,13,7,6,73,6.14,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Posterior Cingulate Gyrus,RIght,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,9,1,0,Dementia,Alzheimer's,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,15,8,7,72.6,5.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Anterior Cingulate Gyrus,Left,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,10,2,0,Dementia,Alzheimer's,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,15,8,7,72.6,5.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Anterior Cingulate Gyrus,Right,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,11,3,0,Dementia,Alzheimer's,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,15,8,7,72.6,5.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Posterior Cingulate Gyrus,Left,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_guo_69,12,4,0,Dementia,Alzheimer's,,,10.1016/j.comppsych.2016.06.001,(1)H-MRS asymmetry changes in the anterior and posterior cingulate gyrus in patients with mild cognitive impairment and mild Alzheimer's disease,3,Siemens,Magnetom Verio,,15,8,7,72.6,5.12,CHESS,,CSI/PRESS,,0,,,4,1500,1,35,1,,0,Posterior Cingulate Gyrus,RIght,Syngo,0,Syngo,,0,0,,,,,,,,,,,,srrcw@zju.edu.cn,"FOV=160mm, VOI=80mm, slice thickness=1.5cm",
,X,X,2016_howells_31,1,7,0,Addiction,In Utero Alcohol Exposure,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,17,36,17,19,0.0569863,4.8 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal White Matter,Left,LCModel,0,LCModel,,0,0,WM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,2,8,0,Addiction,In Utero Alcohol Exposure,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,31,36,17,19,0.0569863,4.8 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal Gray Matter,Both,LCModel,0,LCModel,,0,0,GM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,3,9,0,Addiction,In Utero Alcohol Exposure - Female,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,9,17,17,0,0.05863,5.0 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal White Matter,Left,LCModel,0,LCModel,,0,0,WM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,4,10,0,Addiction,In Utero Alcohol Exposure - Female,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,15,17,17,0,0.05863,5.0 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal Gray Matter,Both,LCModel,0,LCModel,,0,0,GM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,5,11,0,Addiction,In Utero Alcohol Exposure - Male,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,8,19,0,19,0.055342,4.6 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal White Matter,Left,LCModel,0,LCModel,,0,0,WM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,6,12,0,Addiction,In Utero Alcohol Exposure - Male,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,16,19,0,19,0.055342,4.6 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal Gray Matter,Both,LCModel,0,LCModel,,0,0,GM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,7,No Control,0,Control,Control,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,20,31,10,21,0.05616,4.8 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal White Matter,Left,LCModel,0,LCModel,,0,0,WM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,8,No Control,0,Control,Control,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,26,31,10,21,0.05616,4.8 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal Gray Matter,Both,LCModel,0,LCModel,,0,0,GM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,9,No Control,0,Control,Control_Female,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,8,10,10,0,0.056438,5.3 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal White Matter,Left,LCModel,0,LCModel,,0,0,WM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,10,No Control,0,Control,Control_Female,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,8,10,10,0,0.056438,5.3 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal Gray Matter,Both,LCModel,0,LCModel,,0,0,GM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,11,No Control,0,Control,Control_Male,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,12,21,0,21,0.05616,4.6 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal White Matter,Left,LCModel,0,LCModel,,0,0,WM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_howells_31,12,No Control,0,Control,Control_Male,,,10.1007/s11011-016-9850-x,Reduced glutamate in white matter of male neonates exposed to alcohol in utero: a 1H-magnetic resonance spectroscopy study,3,Siemens,Allegra,18,21,0,21,0.05616,4.6 days,,,PRESS,,1,,,128,2000,1,30,1,,0,Parietal Gray Matter,Both,LCModel,0,LCModel,,0,0,GM,,,,,,,25,25,25,15.625,howellsfleur@gmail.com,,
,X,X,2016_koob_11,1,3,0,Preterm,,,,10.1371/journal.pone.0160990,"Creatine, Glutamine plus Glutamate, and Macromolecules Are Decreased in the Central White Matter of Premature Neonates around Term",1.5,Siemens,Symphony Maestro Class,13,16,,,0.753846,1 wks,CHESS,,PRESS,,1,,,256,1500,1,30,1,,0,Central White Matter,Left,In-house,1,In-house,,0,0,WM,,,,,,,,,,4.5,"Nadine.girard@ap-hm.fr, angele.viola@univ-amu.fr",Mean gestational age at birth: 29.1±2 wks,
,X,X,2016_koob_11,2,4,0,Preterm,,,,10.1371/journal.pone.0160990,"Creatine, Glutamine plus Glutamate, and Macromolecules Are Decreased in the Central White Matter of Premature Neonates around Term",1.5,Siemens,Symphony Maestro Class,13,16,,,0.753846,1 wks,CHESS,,PRESS,,1,,,278,1500,1,135,1,,0,Central White Matter,Left,In-house,1,In-house,,0,0,WM,,,,,,,,,,4.5,"Nadine.girard@ap-hm.fr, angele.viola@univ-amu.fr",Mean gestational age at birth: 29.1±2 wks,
,X,X,2016_koob_11,3,No Control,0,Control,Control - Infant,,,10.1371/journal.pone.0160990,"Creatine, Glutamine plus Glutamate, and Macromolecules Are Decreased in the Central White Matter of Premature Neonates around Term",1.5,Siemens,Symphony Maestro Class,12,16,,,0.765384,1 wks,CHESS,,PRESS,,1,,,256,1500,1,30,1,,0,Central White Matter,Left,In-house,1,In-house,,0,0,WM,,,,,,,,,,4.5,"Nadine.girard@ap-hm.fr, angele.viola@univ-amu.fr",,
,X,X,2016_koob_11,4,No Control,0,Control,Control - Infant,,,10.1371/journal.pone.0160990,"Creatine, Glutamine plus Glutamate, and Macromolecules Are Decreased in the Central White Matter of Premature Neonates around Term",1.5,Siemens,Symphony Maestro Class,12,16,,,0.765384,1 wks,CHESS,,PRESS,,1,,,278,1500,1,135,1,,0,Central White Matter,Left,In-house,1,In-house,,0,0,WM,,,,,,,,,,4.5,"Nadine.girard@ap-hm.fr, angele.viola@univ-amu.fr",,
,,X,2016_lopezkolkovsky_75,1,No Control,0,Rodent,,,,10.1002/mrm.25602,Metabolite and Macromolecule T1 and T2 Relaxation Times in the Rat Brain in vivo at 17.2T,17.2,Bruker,Biospec,,12,0,12,4 wks,,WET,,LASER,,1,13500,2048,128,5000,1,16.5,1,2600 + 600,0,Cerebral Cortex,Both,JMRUI,1,LCModel,Manual,1,1,GM,82,2,14,1,4,2,5,2,5,0.05,,Dark Agouti Rats,
,X,X,2016_mazuel_278,1,3,0,Parkinson's,,,Drug-on,10.1148/radiol.2015142764,Proton MR Spectroscopy for Diagnosis and Evaluation of Treatment Efficacy in Parkinson Disease,3,GE,MR750,,20,9,11,65.9,7.7,CHESS,,PRESS,,1,5000,4096,512,1500,1,29,1,,0,Putamen,Both,LCModel,0,LCModel,,0,0,,,,,,,,10,10,10,1,fdurif@chu-clermontferrand.fr,"drug-off = antiparkinsonian medication withdrawn at least 12hr, drug-on = acute 200mg L-DOPA while in drug-off condition",
,X,X,2016_mazuel_278,2,3,0,Parkinson's,,,Drug-off,10.1148/radiol.2015142764,Proton MR Spectroscopy for Diagnosis and Evaluation of Treatment Efficacy in Parkinson Disease,3,GE,MR750,,20,9,11,65.9,7.7,CHESS,,PRESS,,1,5000,4096,512,1500,1,29,1,,0,Putamen,Both,LCModel,0,LCModel,,0,0,,,,,,,,10,10,10,1,fdurif@chu-clermontferrand.fr,"drug-off = antiparkinsonian medication withdrawn at least 12hr, drug-on = acute 200mg L-DOPA while in drug-off condition",
,X,X,2016_mazuel_278,3,No Control,0,Control,,,,10.1148/radiol.2015142764,Proton MR Spectroscopy for Diagnosis and Evaluation of Treatment Efficacy in Parkinson Disease,3,GE,MR750,,20,9,11,64.2,6.8,CHESS,,PRESS,,1,5000,4096,512,1500,1,29,1,,0,Putamen,Both,LCModel,0,LCModel,,0,0,,,,,,,,10,10,10,1,fdurif@chu-clermontferrand.fr,,
,X,X,2016_wu_206,1,No Control,0,Parkinson's,,,,10.2214/AJR.14.14052,Proton MR Spectroscopy for Monitoring Pathologic Changes in the Substantia Nigra and Globus Pallidus in Parkinson Disease,3,Siemens,Magnetom Verio,,30,12,18,67.7,10.6,,,Turbo spin-echo and gradient-recalled echo sequences,,0,,,3,1700,1,135,1,,0,Substantia Nigra,Both,Syngo MR B19,0,Syngo MR B19,,0,0,,,,,,,,20,20,15,6,gangwu44@vip.sina.com,,
,X,X,2016_wu_206,2,No Control,0,Parkinson's,,,,10.2214/AJR.14.14052,Proton MR Spectroscopy for Monitoring Pathologic Changes in the Substantia Nigra and Globus Pallidus in Parkinson Disease,3,Siemens,Magnetom Verio,,30,12,18,67.7,10.6,,,Turbo spin-echo and gradient-recalled echo sequences,,0,,,3,1700,1,135,1,,0,Globus Pallidus,Both,Syngo MR B19,0,Syngo MR B19,,0,0,,,,,,,,20,20,15,6,gangwu44@vip.sina.com,,
,X,X,2016_wu_206,3,No Control,0,Parkinson's,Hoehn-Yahr Stages 1-2,,,10.2214/AJR.14.14052,Proton MR Spectroscopy for Monitoring Pathologic Changes in the Substantia Nigra and Globus Pallidus in Parkinson Disease,3,Siemens,Magnetom Verio,,14,6,8,65.4,12.6,,,Turbo spin-echo and gradient-recalled echo sequences,,0,,,3,1700,1,135,1,,0,Substantia Nigra,Both,Syngo MR B19,0,Syngo MR B19,,0,0,,,,,,,,20,20,15,6,gangwu44@vip.sina.com,,
,X,X,2016_wu_206,4,No Control,0,Parkinson's,Hoehn-Yahr Stages 1-2,,,10.2214/AJR.14.14052,Proton MR Spectroscopy for Monitoring Pathologic Changes in the Substantia Nigra and Globus Pallidus in Parkinson Disease,3,Siemens,Magnetom Verio,,14,6,8,65.4,12.6,,,Turbo spin-echo and gradient-recalled echo sequences,,0,,,3,1700,1,135,1,,0,Globus Pallidus,Both,Syngo MR B19,0,Syngo MR B19,,0,0,,,,,,,,20,20,15,6,gangwu44@vip.sina.com,,
,X,X,2016_wu_206,5,No Control,0,Parkinson's,Hoehn-Yahr Stages 3-5,,,10.2214/AJR.14.14052,Proton MR Spectroscopy for Monitoring Pathologic Changes in the Substantia Nigra and Globus Pallidus in Parkinson Disease,3,Siemens,Magnetom Verio,,16,6,10,69.8,8.5,,,Turbo spin-echo and gradient-recalled echo sequences,,0,,,3,1700,1,135,1,,0,Substantia Nigra,Both,Syngo MR B19,0,Syngo MR B19,,0,0,,,,,,,,20,20,15,6,gangwu44@vip.sina.com,,
,X,X,2016_wu_206,6,No Control,0,Parkinson's,Hoehn-Yahr Stages 3-5,,,10.2214/AJR.14.14052,Proton MR Spectroscopy for Monitoring Pathologic Changes in the Substantia Nigra and Globus Pallidus in Parkinson Disease,3,Siemens,Magnetom Verio,,16,6,10,69.8,8.5,,,Turbo spin-echo and gradient-recalled echo sequences,,0,,,3,1700,1,135,1,,0,Globus Pallidus,Both,Syngo MR B19,0,Syngo MR B19,,0,0,,,,,,,,20,20,15,6,gangwu44@vip.sina.com,,
,,X,2017_abdallah_2,1,No Control,0,Control,,,,10.1016/j.bpsc.2017.03.019,Metabotropic Glutamate Receptor 5 and Glutamate Involvement in Major Depressive Disorder: A Multimodal Imaging Study,3,Siemens,Trio,23,35,18,17,35.7,2,,,PRESS,,0,,,,2500,,,,,0,,,,,,,,,,,,,,,,30,30,30,27,,Gestational age in weeks,
,,X,2017_abdallah_2,2,1,0,Depression,,,,10.1016/j.bpsc.2017.03.019,Metabotropic Glutamate Receptor 5 and Glutamate Involvement in Major Depressive Disorder: A Multimodal Imaging Study,3,Siemens,Trio,16,30,21,9,36.7,2.4,,,PRESS,,0,,,,2500,,,,,0,,,,,,,,,,,,,,,,30,30,30,27,,,
,,X,2017_abdallah_42,1,No Control,0,Control,,,,10.1038/npp.2017.49,The Nucleus Accumbens and Ketamine Treatment in Major Depressive Disorder,3,GE,Excite,20,26,14,12,37.4,3,,,,,,5000,1024,512,1500,,68,,,0,,,,,,MEDx,,,,,,,,,,25,25,30,18.75,,,
,,X,2017_abdallah_42,3,1,0,Depression,,,,10.1038/npp.2017.49,The Nucleus Accumbens and Ketamine Treatment in Major Depressive Disorder,3,GE,Excite,26,34,11,23,41.7,2,,,,,,5000,1024,512,1500,,,,,0,,,,,,,,,,,,,,,,25,25,30,18.75,,,
,,X,2017_abdallah_42,4,1,0,Depression,,Longitudinal,Ketamine,10.1038/npp.2017.49,The Nucleus Accumbens and Ketamine Treatment in Major Depressive Disorder,3,Siemens,Trio,11,16,7,9,45.9,2.7,,,,,,,,,1200,,2.66,,,0,,,,,,,,,,,,,,,,10,10,10,1,,,
,,X,2017_abdallah_42,4,1,0,Depression,,24 Hour,Ketamine,10.1038/npp.2017.49,The Nucleus Accumbens and Ketamine Treatment in Major Depressive Disorder,3,Siemens,Trio,11,16,7,9,,,,,,,,,,,1200,,2.66,,,0,,,,,,,,,,,,,,,,10,10,10,1,,,
,,X,2017_adebileje_55,,,0,,,,,10.1002/mrc.4532,Accurate classification of brain gliomas by discriminate dictionary learning based on projective dictionary pair learning of proton magnetic resonance spectra.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,
,,X,2017_aitouche_27,,,0,,,,,10.1111/jon.12436,Proton MR Spectroscopy in Patients with Nonlesional Insular Cortex Epilepsy Confirmed by Invasive EEG Recordings.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,
,,X,2017_ajram_7,,,0,,,,,10.1038/tp.2017.104,Shifting brain inhibitory balance and connectivity of the prefrontal cortex of adults with autism spectrum disorder.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,
,,X,2017_alderliesten_102,,,0,,,,,10.1136/archdischild-2016-310514,MRI and spectroscopy in (near) term neonates with perinatal asphyxia and therapeutic hypothermia.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,
