Completed,Download,Reference,ID,Group,Add_Description,Breed,Old_Name,Old_ID,DOI,Title,Tesla,Scanner,Model,Acq_Type,Subject,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Age_Unit,Water_Supp,Lipid_Supp,Metab-Modifier,TI,N_TI,T2_Filter,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR,N_TR,TE,N_TE,Processing,Fit,T1_Corrected,Fit_Type,Segmentation,Region,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Notes,Contact,Emailed,PerCom,Volume
1,X,2015_madan_73,3,Tumor,,,"Madan et al., 2015",C,10.1002/mrm.25352,Proton T2 measurement and quantification of lactate in brain tumors by MRS at 3 Tesla in vivo,3,Philips,,In Vivo,Human,,11,,,,,,,,,,,0,PRESS,,,2500,2048,16,2000,1,"58,88,118,148,178,208,238,268",8,LCModel,LCModel,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,73
1,X,2006_madhu_8,1,Cancer,Before Placebo Treatment,,,,10.1593/neo.06319,The Response of RIF-1 Fibrosarcomas to the Vascular-Disrupting Agent ZD6126 Assessed by In Vivo and Ex Vivo 1 H Magnetic Resonance Spectroscopy,4.7,Varian,Unity Inova,In Vivo,Mouse,,6,6,0,,,,,,,,,0,PRESS,,1,,,64,2000,1,"20,68,136,272,408",5,AMARES,AMARES,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,
1,X,2006_madhu_8,2,Cancer,After Placebo Treatment,,,,10.1593/neo.06319,The Response of RIF-1 Fibrosarcomas to the Vascular-Disrupting Agent ZD6126 Assessed by In Vivo and Ex Vivo 1 H Magnetic Resonance Spectroscopy,4.7,Varian,Unity Inova,In Vivo,Mouse,,6,6,0,,,,,,,,,0,PRESS,,1,,,64,2000,1,"20,68,136,272,408",5,AMARES,AMARES,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,
1,X,2006_madhu_8,3,Cancer,Before ZD6126 Treatment,,,,10.1593/neo.06319,The Response of RIF-1 Fibrosarcomas to the Vascular-Disrupting Agent ZD6126 Assessed by In Vivo and Ex Vivo 1 H Magnetic Resonance Spectroscopy,4.7,Varian,Unity Inova,In Vivo,Mouse,,6,6,0,,,,,,,,,0,PRESS,,1,,,64,2000,1,"20,68,136,272,408",5,AMARES,AMARES,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,
1,X,2006_madhu_8,4,Cancer,After ZD6126 Treatment,,,,10.1593/neo.06319,The Response of RIF-1 Fibrosarcomas to the Vascular-Disrupting Agent ZD6126 Assessed by In Vivo and Ex Vivo 1 H Magnetic Resonance Spectroscopy,4.7,Varian,Unity Inova,In Vivo,Mouse,,6,6,0,,,,,,,,,0,PRESS,,1,,,64,2000,1,"20,68,136,272,408",5,AMARES,AMARES,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,
1,X,2011_marjanska_25,1,Healthy,,,"Marjanska et al., 2011",A,10.1002/nbm.1754,Localized 1H NMR spectroscopy in different regions of human brain in vivo at 7 T: T2 relaxation times and concentrations of cerebral metabolites,7,Magnex,,In Vivo,Human,3,23,11,12,23,4,Years,VAPOR,,MM-Nulled,900,1,0,LASER,,,4000,2048,64,4500,1,"35,70,105,140,175,210",6,LCModel,LCModel,,Occipital,SPM8,Occipital,Mix,51,5,44,5,5,2,27,27,27,19.68,,,,,25
1,X,2011_marjanska_25,2,Healthy,,,"Marjanska et al., 2011",B,10.1002/nbm.1754,Localized 1H NMR spectroscopy in different regions of human brain in vivo at 7 T: T2 relaxation times and concentrations of cerebral metabolites,7,Magnex,,In Vivo,Human,3,23,11,12,23,4,Years,VAPOR,,MM-Nulled,900,1,0,LASER,,,4000,2048,64,4500,1,"35,70,105,140,175,210",6,LCModel,LCModel,,Motor Cortex,SPM8,Motor Cortex,WM,19,3,73,2,8,2,20,20,20,8,,,,,25
1,X,2011_marjanska_25,3,Healthy,,,"Marjanska et al., 2011",C,10.1002/nbm.1754,Localized 1H NMR spectroscopy in different regions of human brain in vivo at 7 T: T2 relaxation times and concentrations of cerebral metabolites,7,Magnex,,In Vivo,Human,3,23,11,12,23,4,Years,VAPOR,,MM-Nulled,900,1,0,LASER,,,4000,2048,64,4500,1,"35,70,105,140,175,210",6,LCModel,LCModel,,Basal Ganglia,SPM8,Basal Ganglia,WM,25,6,73,5,0.1,0.09,15,40,15,9,,,,,25
1,X,2011_marjanska_25,4,Healthy,,,"Marjanska et al., 2011",D,10.1002/nbm.1754,Localized 1H NMR spectroscopy in different regions of human brain in vivo at 7 T: T2 relaxation times and concentrations of cerebral metabolites,7,Magnex,,In Vivo,Human,3,23,11,12,23,4,Years,VAPOR,,MM-Nulled,900,1,0,LASER,,,4000,2048,64,4500,1,"35,70,105,140,175,210",6,LCModel,LCModel,,Cerebellum,SPM8,Cerebellum,GM,72,14,19,16,7,5,25,25,25,15.63,,,,,25
1,X,2013_marjanska_8,1,Control,,,"Marjanska et al., 2013",A,10.1371/journal.pone.0077572,Faster Metabolite 1H Transverse Relaxation in the Elder Human Brain,4,Oxford,,In Vivo,Human,,18,12,6,20,1,Years,VAPOR,,MM-Nulled,690,1,0,STEAM,,,6000,6144,4,4500,1,10-180,7,LCModel,LCModel,,,,Occipital,Unknown,,,,,9,3,30,30,30,27,Young,,,,8
1,X,2013_marjanska_8,2,Aged,,,"Marjanska et al., 2013",B,10.1371/journal.pone.0077572,Faster Metabolite 1H Transverse Relaxation in the Elder Human Brain,4,Oxford,,In Vivo,Human,,14,7,7,77,5,Years,VAPOR,,MM-Nulled,690,1,0,STEAM,,,6000,6144,4,4500,1,10-180,7,LCModel,LCModel,,,,Occipital,Unknown,,,,,25,11,30,30,30,27,Aged,,,,8
1,X,2002_mascalchi_16,1,Healthy,,,,,10.1002/jmri.10189,Single-Voxel Long TE 1H-MR Spectroscopy of the Normal Brainstem and Cerebellum,1.5,Philips,Gyroscan,In Vivo,Human,5,38,,,34,,Years,,,,,,0,PRESS,,,3764,512,96,2000,1,"80,136,272,400",4,AMARES,AMARES,,Monoexponential,,Midbrain,Unknown,,,,,,,20,20,20,8,,,,,
1,X,2002_mascalchi_16,2,Healthy,,,,,10.1002/jmri.10189,Single-Voxel Long TE 1H-MR Spectroscopy of the Normal Brainstem and Cerebellum,1.5,Philips,Gyroscan,In Vivo,Human,7,38,,,34,,Years,,,,,,0,PRESS,,,3764,512,96,2000,1,"80,136,272,400",4,AMARES,AMARES,,Monoexponential,,Pons,Unknown,,,,,,,20,20,20,8,,,,,
1,X,2002_mascalchi_16,3,Healthy,,,,,10.1002/jmri.10189,Single-Voxel Long TE 1H-MR Spectroscopy of the Normal Brainstem and Cerebellum,1.5,Philips,Gyroscan,In Vivo,Human,7,38,,,34,,Years,,,,,,0,PRESS,,,3764,512,96,2000,1,"80,136,272,400",4,AMARES,AMARES,,Monoexponential,,Dentate,Unknown,,,,,,,20,20,20,8,,,,,
1,X,2002_mascalchi_16,4,Healthy,,,,,10.1002/jmri.10189,Single-Voxel Long TE 1H-MR Spectroscopy of the Normal Brainstem and Cerebellum,1.5,Philips,Gyroscan,In Vivo,Human,5,38,,,34,,Years,,,,,,0,PRESS,,,3764,512,96,2000,1,"80,136,272,400",4,AMARES,AMARES,,Monoexponential,,Vermis,Unknown,,,,,,,15,15,20,4.5,,,,,
1,X,1995_mason_107,1,Healthy,,,,,10.1006/jmrb.1995.1059,Numerically optimized experiment design for measurement of grey/white matter metabolite t2 in high-resolution spectroscopic images of brain,4.1,,,,Human,,8,,,,,,Custom,,,,,0,Spin Echo,,,,,,,,50-400,2,In-House,New Methods Research 1 ,,Monoexponential,,,GM,,,,,,,,,,0.5,,,,,
1,X,1995_mason_107,2,Healthy,,,,,10.1006/jmrb.1995.1059,Numerically optimized experiment design for measurement of grey/white matter metabolite t2 in high-resolution spectroscopic images of brain,4.1,,,,Human,,8,,,,,,Custom,,,,,0,Spin Echo,,,,,,,,50-400,2,In-House,New Methods Research 1 ,,Monoexponential,,,WM,,,,,,,,,,0.5,,,,,
1,X,2005_matsumura_107,1,Cancer,,,,,10.1016/j.clineuro.2004.10.009,Non-invasive quantification of lactate by proton MR spectroscopy and its clinical applications,1.5,Philips,Gyroscan,In Vivo,Human,,7,5,2,46.86,15.32,Years,CHESS,,,,,0,PRESS,,,1000,512,128,2000,1,"68,136,272,544",4,,,,,,Lesion,Unknown,,,,,,,,,,1.44-10,,,,,
1,X,2005_matsumura_107,2,Cancer,Irradiated Tumor,,,,10.1016/j.clineuro.2004.10.009,Non-invasive quantification of lactate by proton MR spectroscopy and its clinical applications,1.5,Philips,Gyroscan,In Vivo,Human,,3,2,1,45,12.19,Years,CHESS,,,,,0,PRESS,,,1000,512,128,2000,1,"68,136,272,544",4,,,,,,Lesion,Unknown,,,,,,,,,,1.44-10,,,,,
1,X,2005_matsumura_107,3,Cancer,Cystic Portion,,,,10.1016/j.clineuro.2004.10.009,Non-invasive quantification of lactate by proton MR spectroscopy and its clinical applications,1.5,Philips,Gyroscan,In Vivo,Human,,2,0,2,28.5,0.5,Years,CHESS,,,,,0,PRESS,,,1000,512,128,2000,1,"68,136,272,544",4,,,,,,Lesion,Unknown,,,,,,,,,,1.44-10,,,,,
1,X,2005_matsumura_107,4,Cancer,Infarction,,,,10.1016/j.clineuro.2004.10.009,Non-invasive quantification of lactate by proton MR spectroscopy and its clinical applications,1.5,Philips,Gyroscan,In Vivo,Human,,3,2,1,65.67,2.87,Years,CHESS,,,,,0,PRESS,,,1000,512,128,2000,1,"68,136,272,544",4,,,,,,Lesion,Unknown,,,,,,,,,,1.44-10,,,,,
1,X,2019_menshchikov_82,1,Healthy,,,"Menshchikov et al., 2019",A,10.1002/mrm.27700,T 2 measurement and quantification of cerebral white and gray matter aspartate concentrations in vivo at 3T: a MEGA-PRESS study,3,Philips,,In Vivo,Human,,16,,,22-47,,Years,CHESS,,,,,0,PRESS,MEGA,,2000,2048,64,2000,1,90-150,4,AMARES,AMARES,,,,Anterior Cingulate,GM,73,6,,,,,25,25,50,31.25,,peeterem@gmail.com,,,82
1,X,2002_michaeli_47,1,Healthy,,,"Michaeli et al., 2002",A,10.1002/mrm.10135,"Proton T2 relaxation study of water, N-acetylaspartate, and creatine in human brain using Hahn and Carr-Purcell spin echoes at 4T and 7T",4,Oxford,,In Vivo,Human,,6,,,,,,VAPOR,,,,,0,PRESS,,,6000,,8,3000-4500,1,50-170,5,,,,,,Occipital,Unknown,,,,,,,20,30,20,12,Number of Subjects from 10.1002/mrm.10112,shalom@cmrr.umn.edu,1,,47
1,X,2002_michaeli_47,2,Healthy,,,"Michaeli et al., 2002",B,10.1002/mrm.10135,"Proton T2 relaxation study of water, N-acetylaspartate, and creatine in human brain using Hahn and Carr-Purcell spin echoes at 4T and 7T",7,Magnex,,In Vivo,Human,,8,,,,,,VAPOR,,,,,0,PRESS,,,6000,,8,3000-4500,1,30-130,5,,,,,,Occipital,Unknown,,,,,,,20,30,20,12,Number of Subjects from 10.1002/mrm.10112,,,,47
1,X,2002_michaeli_47,3,Healthy,,,"Michaeli et al., 2002",C,10.1002/mrm.10135,"Proton T2 relaxation study of water, N-acetylaspartate, and creatine in human brain using Hahn and Carr-Purcell spin echoes at 4T and 7T",4,Oxford,,In Vivo,Human,,6,,,,,,VAPOR,,,,,CPMG,LASER,,,6000,,8,3000-4500,1,50-170,5,,,,,,Occipital,Unknown,,,,,,,20,30,20,12,Number of Subjects from 10.1002/mrm.10112,,,,47
1,X,2002_michaeli_47,4,Healthy,,,"Michaeli et al., 2002",D,10.1002/mrm.10135,"Proton T2 relaxation study of water, N-acetylaspartate, and creatine in human brain using Hahn and Carr-Purcell spin echoes at 4T and 7T",7,Magnex,,In Vivo,Human,,8,,,,,,VAPOR,,,,,CPMG,LASER,,,6000,,8,3000-4500,1,30-130,5,,,,,,Occipital,Unknown,,,,,,,20,30,20,12,Number of Subjects from 10.1002/mrm.10112,,,,47
1,X,2001_mlynarik_14,1,Healthy,,,"Mlynarik et al., 2001",A,10.1002/nbm.713,Proton T1 and T2 relaxation times of human brain metabolites at 3T,3,Bruker,MEDSPEC,In Vivo,Human,8,8,5,3,30,,Years,SWAMP,,,,,0,STEAM,,,2500,2048,64,6000,1,50-250,5,XWIN-NMR,,,,,Occipital,GM,,,,,,,20,20,20,8,,,,,
1,X,2001_mlynarik_14,2,Healthy,,,"Mlynarik et al., 2001",B,10.1002/nbm.713,Proton T1 and T2 relaxation times of human brain metabolites at 3T,3,Bruker,MEDSPEC,In Vivo,Human,8,8,5,3,30,,Years,SWAMP,,,,,0,STEAM,,,2500,2048,64,6000,1,50-250,5,XWIN-NMR,,,,,Occipital,GM,,,,,,,20,20,20,8,,,,,
1,X,1996_mulkern_6,1,,,,,,10.1002/jmri.1880060221,Line Scan Imaging of Brain Metabolites with CPMG Sequences at 1.5 Tesla,1.5,GE,Signa,In Vivo,Human,,8,,,33,11,,Custom,,,,,CPMG,Spin Echo,,,,128,8,2175,1,"145,290,435",3,Sparc2,Sparc2,,Monoexponential,,,Unknown,,,,,,,15,15,10,2.25,Only included NAA due to combination of Cre/Cho Data,,,,
1,X,2020_murali-manohar_84,1,Healthy,,,"Murali-Manohar et al., 2020",A,10.1002/mrm.28174,T2 relaxation times of macromolecules and metabolites in the human brain at 9.4 T,9.4,Siemens,,In Vivo,Human,,11,3,8,26.3,2.8,Years,,,Cycled,,,0,semi-LASER,,,,,96,6000,1,"24,32,40,52,60",5,LCModel/VESPA,LCModel/VESPA,,,,Occipital,GM,69.2,3.9,25.8,5,4.9,3,20,20,20,8,Metabolite T2 in GM,,,,84
1,X,2020_murali-manohar_84,2,Healthy,,,"Murali-Manohar et al., 2020",B,10.1002/mrm.28174,T2 relaxation times of macromolecules and metabolites in the human brain at 9.4 T,9.4,Siemens,,In Vivo,Human,,11,3,8,26.3,2.8,Years,,,Nulled,625-2360,2,0,semi-LASER,,,,,96,10000,1,"24,32,40,52,60",5,LCModel/VESPA,LCModel/VESPA,,,,Occipital,GM,69.2,3.9,25.8,5,4.9,3,20,20,20,8,MM T2 in GM,,,,84
1,X,2020_murali-manohar_84,3,Healthy,,,"Murali-Manohar et al., 2020",C,10.1002/mrm.28174,T2 relaxation times of macromolecules and metabolites in the human brain at 9.4 T,9.4,Siemens,,In Vivo,Human,,5,2,3,27.8,1.9,Years,,,Nulled,625-2360,2,0,semi-LASER,,,,,96,10000,1,"24,32,40,52,60",5,LCModel/VESPA,LCModel/VESPA,,,,Occipital/Parietal,WM,32.9,9.3,64.7,11.1,2.4,3.7,20,20,20,8,MM T2 in WM,,,,84
1,X,1991_narayana_9,1,Healthy,,,"Narayana et al., 1991",B,10.1016/0730-725x(91)90415-i,In vivo proton magnetic resonance spectroscopy studies of human brain,1.5,GE,,In Vivo,Human,,6,,,,,,Custom,,,,,0,STEAM,,,1000,1024,64,4000,1,20-100,5,In-House,In-House,,,,Frontal,Unknown,,,,,,,,,,27,,,,,9
1,X,2021_nosrati_85,1,Healthy,Traditional Multi-TE,,,,10.1002/mrm.28644,Measuring transverse relaxation rates of the major brain metabolites from single-voxel PRESS acquisitions at a single TE,3,Siemens,Trio,In Vivo,Human,,6,3,3,40.8,12.8,Years,,,,,,0,PRESS,,1,,,48-96,3000,1,"30,144,288,360,432",5,Siemens,Siemens,,Monoexponential,,Periventricular,WM,,,,,,,20,20,20,8,,,,,
1,X,2021_nosrati_85,2,Healthy,Single TE 288,,,,10.1002/mrm.28644,Measuring transverse relaxation rates of the major brain metabolites from single-voxel PRESS acquisitions at a single TE,3,Siemens,Trio,In Vivo,Human,,6,3,3,40.8,12.8,Years,,,,,,0,PRESS,,1,,,48-96,3000,1,288,1,In House,In House,,Monoexponential,,Periventricular,WM,,,,,,,20,20,20,8,StdDev = Std/R2 Mean * 1/R2Mean,,,,
1,X,2021_nosrati_85,3,Healthy,Single TE 360,,,,10.1002/mrm.28644,Measuring transverse relaxation rates of the major brain metabolites from single-voxel PRESS acquisitions at a single TE,3,Siemens,Trio,In Vivo,Human,,6,3,3,40.8,12.8,Years,,,,,,0,PRESS,,1,,,48-96,3000,1,360,1,In House,In House,,Monoexponential,,Periventricular,WM,,,,,,,20,20,20,8,StdDev = Std/R2 Mean * 1/R2Mean,,,,
1,X,2010_ongur_63,1,BDM/SZ,,,"Ongur et al., 2010",A,10.1002/mrm.22148,T2 relaxation time abnormalities in bipolar disorder and schizophrenia,4,Varian,,In Vivo,Human,,20,,,34.1,10.2,Years,,,,,,0,PRESS,,,2000,,16-Aug,2000,1,30- 500,48,LCModel,LCModel,,,,Anterior Cingulate,GM,80,4,16,4,5,3,20,20,20,8,BDM (Bipolar manic) /SZ (Schizophrenic),,,,63
1,X,2010_ongur_63,2,BDM/SZ,,,"Ongur et al., 2010",B,10.1002/mrm.22148,T2 relaxation time abnormalities in bipolar disorder and schizophrenia,4,Varian,,In Vivo,Human,,20,,,34.1,10.2,Years,,,,,,0,PRESS,,,2000,,16-Aug,2000,1,30- 500,48,LCModel,LCModel,,,,Occipital/Parietal,GM,70,9,29,9,2,2,20,20,20,8,,,,,63
1,X,2008_opstad_60,1,Tumor,,,"Opstad et al., 2008",A,10.1002/mrm.21496,"Toward accurate quantification of metabolites, lipids, and macromolecules in HRMAS spectra of human brain tumor biopsies using LCModel",14.1,Bruker,,In Vitro,Human,,2,,,,,,,,Nulled,650,1,CPMG,Spin Echo,,,,,,1500,1,2.5-90,,LCModel,LCModel,,,,Tumor Biopsy,Unknown,,,,,,,,,,0,Mean/StdDev of 2 Biopsies,,,,60
1,X,1999_pfeuffer_141,1,Healthy,,Sprague-Dawley,"Pfeuffer et al., 1999",C,10.1006/jmre.1999.1895,Toward an in Vivo Neurochemical Profile: Quantification of 18 Metabolites in Short-Echo-Time 1H NMR Spectra of the Rat Brain,9.4,Varian,,In Vivo,Rat,,20,,20,,,,VAPOR,,Nulled,,,0,STEAM,,,,,,,,100-200,11,PV-WAVE,LCModel,,,,,Unknown,,,,,,,,,,0,,,,,141
1,X,1995_posse_33,1,Healthy,,,"Posse et al., 1995",C,10.1002/mrm.1910330215,Anomalous transverse relaxation in 1H spectroscopy in human brain at 4 Tesla,1.5,GE,,In Vivo,Human,,1,,,,,,CHESS,,,,,0,STEAM,,,,,,,,20-400,9,,,,,,Occipital,WM,,,,,,,,,,8,,,,,33
1,X,1995_posse_33,2,Healthy,,,"Posse et al., 1995",D,10.1002/mrm.1910330215,Anomalous transverse relaxation in 1H spectroscopy in human brain at 4 Tesla,4,GE,,In Vivo,Human,,5,,,,,,CHESS,,,,,0,STEAM,,,,,,,,20-400,9,,,,,,Occipital,WM,,,,,,,,,,8,,,,,33
1,X,2014_prescot_27,1,Healthy,,,,,10.1002/nbm.3115,In vivo T2 relaxation time measurement with echo-time averaging,3,Siemens,Trio,In Vivo,Human,,10,6,4,26,3,Years,WET,,,,,0,PRESS,,1,,,4,2400,1,31- 229,99,In-House,In-House,,TE Averaging,FMRIB,Posterior Occipital,GM,68,4,,,,,25,25,30,18.75,,,,,
1,X,2014_prescot_27,2,Healthy,,,,,10.1002/nbm.3115,In vivo T2 relaxation time measurement with echo-time averaging,3,Siemens,Trio,In Vivo,Human,,10,6,4,26,3,Years,WET,,,,,0,PRESS,,1,,,4,2400,1,31- 229,99,LCModel,LCModel,,Monoexponential,FMRIB,Posterior Occipital,GM,68,4,,,,,25,25,30,18.75,,,,,
1,X,2013_ronen_26,1,Healthy,,,"Ronen et al., 2013",A,10.1002/nbm.2951,Rapid multi-echo measurement of brain metabolite T? values at 7 T using a single-shot spectroscopic Carr-Purcell-Meiboom-Gill sequence and prior information,7,Philips,,In Vivo,Human,,6,,,25,4,Years,VAPOR,,,,,0,PRESS,,,5000,2048,64,4000,1,40-180,2,LCModel,LCModel,,,,Parietal,GM,,,,,,,20,20,20,8,,,,,26
1,X,2013_ronen_26,2,Healthy,,,"Ronen et al., 2013",B,10.1002/nbm.2951,Rapid multi-echo measurement of brain metabolite T? values at 7 T using a single-shot spectroscopic Carr-Purcell-Meiboom-Gill sequence and prior information,7,Philips,,In Vivo,Human,,6,,,25,4,Years,VAPOR,,,,,0,PRESS,,,5000,2048,64,4000,1,40-180,2,LCModel,LCModel,,,,Parietal,WM,,,,,,,20,20,20,8,,,,,26
1,X,2013_ronen_26,3,Healthy,,,"Ronen et al., 2013",C,10.1002/nbm.2951,Rapid multi-echo measurement of brain metabolite T? values at 7 T using a single-shot spectroscopic Carr-Purcell-Meiboom-Gill sequence and prior information,7,Philips,,In Vivo,Human,,6,,,25,4,Years,VAPOR,,,,,0,PRESS,,,5000,2048,64,4000,1,40-180,2,LCModel,LCModel,,,,Parietal,GM,,,,,,,20,20,20,8,Same Data as 001 (A),,,,26
1,X,2013_ronen_26,4,Healthy,,,"Ronen et al., 2013",D,10.1002/nbm.2951,Rapid multi-echo measurement of brain metabolite T? values at 7 T using a single-shot spectroscopic Carr-Purcell-Meiboom-Gill sequence and prior information,7,Philips,,In Vivo,Human,,6,,,25,4,Years,VAPOR,,,,,0,PRESS,,,5000,2048,64,4000,1,40-180,2,LCModel,LCModel,,,,Parietal,WM,,,,,,,20,20,20,8,Same Data as 002 (B),,,,26
1,X,2013_ronen_26,5,Healthy,,,"Ronen et al., 2013",E,10.1002/nbm.2951,Rapid multi-echo measurement of brain metabolite T? values at 7 T using a single-shot spectroscopic Carr-Purcell-Meiboom-Gill sequence and prior information,7,Philips,,In Vivo,Human,,6,,,25,4,Years,VAPOR,,,,,CPMG,PRESS,,,5000,2048,64,4000,1,40-180,2,LCModel,LCModel,,,,Parietal,GM,,,,,,,20,20,20,8,,,,,26
1,X,2013_ronen_26,6,Healthy,,,"Ronen et al., 2013",F,10.1002/nbm.2951,Rapid multi-echo measurement of brain metabolite T? values at 7 T using a single-shot spectroscopic Carr-Purcell-Meiboom-Gill sequence and prior information,7,Philips,,In Vivo,Human,,6,,,25,4,Years,VAPOR,,,,,CPMG,PRESS,,,5000,2048,64,4000,1,40-180,2,In-House,LCModel,,,,Parietal,WM,,,,,,,20,20,20,8,,,,,26
1,X,1992_rose_23,1,Healthy,Ethanol Administration,Mongrel,,,10.1002/mrm.1910230213,Measurement of the t2 relaxation-time of ethanol and cerebral,2.4,Bruker,MSL100,In Vivo,Dog,,3,,,,,,SUBMERGE,,,,,0,SPACE,,,1000,,64,5000,1,"5,15,30,70,100,143,286,429",8,,,,Biexponential,,,Unknown,,,,,,,,,,0.2,,,,,
1,X,1992_rose_23,2,Healthy,Ethanol Administration,Sprague-Dawley,,,10.1002/mrm.1910230213,Measurement of the t2 relaxation-time of ethanol and cerebral,4.7,Bruker,MSL200,In Vivo,Rat,,1,,,,,,SUBMERGE,,,,,0,SPACE,,,,,128,5000,1,"5,20,40,60,80,100,200,300,400,500",10,,,,Biexponential,,,Unknown,,,,,,,,,,0.8,,,,,
1,X,1992_rose_23,3,Healthy,Ethanol Administration,Mongrel,,,10.1002/mrm.1910230213,Measurement of the t2 relaxation-time of ethanol and cerebral,2.4,Bruker,MSL100,In Vivo,Dog,,3,,,,,,SUBMERGE,,,,,0,SPACE,,,1000,,64,5000,1,"120,140,286",8,,,,Monoexponential,,,Unknown,,,,,,,,,,0.2,,,,,
1,X,2017_rosenberg_77,1,Healthy,,Sprague-Dawley,"Rosenberg et al., 2017",A,10.1002/mrm.26132,Transverse relaxation of selectively excited metabolites in stroke at 21.1?T,21.1,Bruker,,In Vivo,Rat,,8,,,,,,,,,,,0,LASER,,,,,16,7200,1,"58,66,74,82,94,110,126,142,158,178,198,218,234",14,TopSpin,TopSpin,,,,,Unknown,,,,,,,,,,4.8,,,,,77
1,X,2002_rutgers_15,1,Healthy,,,,,10.1002/nbm.762,"Relaxation times of choline, creatine and N-acetyl aspartate in human cerebral white matter at 1.5 T",1.5,Philips,,In Vivo,Human,,15,7,8,21,2,Years,Custom,,,,,0,PRESS,,,2000,2048,64,2250,1,"35,60,120,170,288,408,588,864",8,In-House,VARPRO,,Monoexponential,,Centrum Semi-Ovale,WM,,,,,,,,,,14,,,,,
1,X,2000_sammi_44,1,Healthy,Alcohol Consumption after 60 Minutes,,,,10.1002/1522-2594(200007)44:1<35::AID-MRM7>3.0.CO;2-G,Measurements of Human Brain Ethanol T2 by Spectroscopic Imaging at 4 T,4,Varian/Siemens,,In Vivo,Human,,7,0,7,28-46,,Years,DANTE,,,,,0,Spin-Echo,,,,,,,1,30-280,16,,,,,,,Mix,,,,,,,,,,4,,,,,
1,X,1992_sappey-marinier_26,1,Control,,,"Sappey-Marinier et al., 1992",A,10.1002/mrm.1910260211,"Proton magnetic resonance spectroscopy of human brain: Applications to normal white matter, chronic infarction, and MRI white matter signal hyperintensities",2,Philips,,In Vivo,Human,,6,2,5,30,2,Years,,,,,,0,ISIS,,,,,256,3000,1,"40,100,150,200,270",5,,,,,,Occipital/Parietal,WM,,,,,,,40,25,30,30,,,,,26
1,X,1992_sappey-marinier_26,2,Stroke,,,"Sappey-Marinier et al., 1992",C,10.1002/mrm.1910260211,"Proton magnetic resonance spectroscopy of human brain: Applications to normal white matter, chronic infarction, and MRI white matter signal hyperintensities",2,Philips,,In Vivo,Human,,6,5,2,70,4,Years,,,,,,0,ISIS,,,,,256,3000,1,"100,200,270",3,,,,,,,Unknown,,,,,,,,,,0,,,,,26
1,X,1992_sappey-marinier_26,3,WMSH,,,"Sappey-Marinier et al., 1992",E,10.1002/mrm.1910260211,"Proton magnetic resonance spectroscopy of human brain: Applications to normal white matter, chronic infarction, and MRI white matter signal hyperintensities",2,Philips,,In Vivo,Human,,5,1,4,67,2,Years,,,,,,0,ISIS,,,,,256,3000,1,"100,200,270",3,,,,,,,Unknown,,,,,,,,,,0,,,,,26
1,X,2002_sarchielli_249,1,Control,,,,,10.1007/s00415-002-0758-5,Localized 1 H magnetic resonance spectroscopy in mainly cortical gray matter of patients with multiple sclerosis,1.5,GE,Signa,In Vivo,Human,,8,5,3,32.84,5.15,Years,CHESS,,,,,0,STEAM,,1,2500,4096,128,4000,1,"68,136,204,272",4,In-House,In-House,,Monoexponential,,Occipital/Parietal,GM,,,,,,,,,,7-Jun,,,,,
1,X,2002_sarchielli_249,2,Multiple Sclerosis,Relapsing-Remitting,,,,10.1007/s00415-002-0758-5,Localized 1 H magnetic resonance spectroscopy in mainly cortical gray matter of patients with multiple sclerosis,1.5,GE,Signa,In Vivo,Human,,15,9,6,33.48,5.4,Years,CHESS,,,,,0,STEAM,,1,2500,4096,128,4000,1,"68,136,204,272",4,In-House,In-House,,Monoexponential,,Occipital/Parietal,GM,,,,,,,,,,7-Jun,,,,,
1,X,2002_sarchielli_249,3,Multiple Sclerosis,Seconday Progressive,,,,10.1007/s00415-002-0758-5,Localized 1 H magnetic resonance spectroscopy in mainly cortical gray matter of patients with multiple sclerosis,1.5,GE,Signa,In Vivo,Human,,15,10,5,40.52,7.61,Years,CHESS,,,,,0,STEAM,,1,2500,4096,128,4000,1,"68,136,204,272",4,In-House,In-House,,Monoexponential,,Occipital/Parietal,GM,,,,,,,,,,7-Jun,,,,,
1,X,2002_sijens_12,1,Control,,,,,10.1007/s00330-001-1300-3,1H chemical shift imaging characterization of human brain tumor and edema,1.5,Siemens,Vision,In Vivo,Human,,7,,,,,,CHESS,,,,,0,PRESS,,,500,1024,,1500,1,135/270,2,Numaris-3,Numaris-3,,Monoexponential,,,Unknown,,,,,,,20,20,20,8,Hybrid CSI Assumed PRESS Localization from Ref 12,,,,
